Origin	Destination	
Atlanta	Santiago de los Caballeros	
Atlanta	Santo Domingo	
Atlanta	Seattle	
Atlanta	St. Thomas	
Atlanta	Tampa	
Atlanta	Tegucigalpa	
Atlanta	West Palm Beach	
Atlantic City	Aguadilla	
Atlantic City	Armenia	
Atlantic City	Atlanta	
Atlantic City	Austin	
Atlantic City	Baltimore, MD / Washington DC AREA	
Atlantic City	Barranquilla	
Atlantic City	Bogota	
Atlantic City	Boston	
Atlantic City	Bucaramanga	
Atlantic City	Burbank	
Atlantic City	Cali	
Atlantic City	Cancun	
Atlantic City	Cap Haitien	
Atlantic City	Cartagena	
Atlantic City	Charlotte	
Atlantic City	Chicago	
Atlantic City	Cleveland	
Atlantic City	Columbus	
Atlantic City	Dallas	
Atlantic City	Detroit	
Atlantic City	Fort Lauderdale, FL	
Atlantic City	Fort Myers	
Atlantic City	Guatemala City	
Atlantic City	Guayaquil	
Atlantic City	Hartford	
Atlantic City	Houston	
Atlantic City	Kansas City	
Atlantic City	Kingston	
Atlantic City	Las Vegas	
Atlantic City	Latrobe	
Atlantic City	Lima	
Atlantic City	Los Angeles	
Atlantic City	Managua	
Atlantic City	Medellin	
Atlantic City	Miami	
Atlantic City	Minneapolis	
Atlantic City	Montego Bay	
Atlantic City	Myrtle Beach	
Atlantic City	Nashville	
Atlantic City	New Orleans	
Atlantic City	New York/Newark	
Atlantic City	Oakland, CA / San Francisco, CA AREA	
Atlantic City	Orange County	
Atlantic City	Oranjestad, Aruba	
Atlantic City	Orlando	
Atlantic City	Panama City	
Atlantic City	Pensacola	
Atlantic City	Phoenix	
Atlantic City	Pittsburgh	
Atlantic City	Ponce	
Atlantic City	Port-au-Prince	
Atlantic City	Portland, OR	
Atlantic City	Punta Cana	
Atlantic City	Raleigh	
Atlantic City	Saint Croix	
Atlantic City	Saint Louis	
Atlantic City	Saint Martin	
Atlantic City	San Diego	
Atlantic City	San Jose, CR	
Atlantic City	San Juan	
Atlantic City	San Pedro Sula	
Atlantic City	San Salvador	
Atlantic City	Santiago de los Caballeros	
Atlantic City	Santo Domingo	
Atlantic City	St. Thomas	
Atlantic City	Tampa	
Atlantic City	Tegucigalpa	
Atlantic City	West Palm Beach	
Austin	Aguadilla	
Austin	Armenia	
Austin	Atlanta	
Austin	Atlantic City	
Austin	Baltimore, MD / Washington DC AREA	
Austin	Barranquilla	
Austin	Bogota	
Austin	Boston	
Austin	Bucaramanga	
Austin	Burbank	
Austin	Cabo San Lucas	
Austin	Cali	
Austin	Cancun	
Austin	Cap Haitien	
Austin	Cartagena	
Austin	Charlotte	
Austin	Chicago	
Austin	Cleveland	
Austin	Columbus	
Austin	Dallas	
Austin	Detroit	
Austin	Fort Lauderdale, FL	
Austin	Fort Myers	
Austin	Guatemala City	
Austin	Guayaquil	
Austin	Hartford	
Austin	Houston	
Austin	Indianapolis	
Austin	Kansas City	
Austin	Kingston	
Austin	Las Vegas	
Austin	Latrobe	
Austin	Lima	
Austin	Los Angeles	
Austin	Louisville	
Austin	Managua	
Austin	Manchester	
Austin	Medellin	
Austin	Miami	
Austin	Milwaukee	
Austin	Minneapolis	
Austin	Montego Bay	
Austin	Monterrey	
Austin	Myrtle Beach	
Austin	Nashville	
Austin	New Orleans	
Austin	New York	
Austin	New York/Newark	
Austin	Oakland, CA / San Francisco, CA AREA	
Austin	Orange County	
Austin	Oranjestad, Aruba	
Austin	Orlando	
Austin	Panama City	
Austin	Pensacola	
Austin	Philadelphia	
Austin	Phoenix	
Austin	Pittsburgh	
Austin	Ponce	
Austin	Port-au-Prince	
Austin	Portland, OR	
Austin	Punta Cana	
Austin	Raleigh	
Austin	Richmond	
Austin	Rochester	
Austin	Sacramento	
Austin	Saint Croix	
Austin	Saint Louis	
Austin	Saint Martin	
Austin	Salt Lake City	
Austin	San Jose, CR	
Austin	San Juan	
Austin	San Pedro Sula	
Austin	San Salvador	
Austin	Santiago de los Caballeros	
Austin	Santo Domingo	
Austin	Seattle	
Austin	St. Thomas	
Austin	Tampa	
Austin	Tegucigalpa	
Austin	West Palm Beach	
Baltimore, MD / Washington DC AREA	Aguadilla	
Baltimore, MD / Washington DC AREA	Armenia	
Baltimore, MD / Washington DC AREA	Atlanta	
Baltimore, MD / Washington DC AREA	Atlantic City	
Baltimore, MD / Washington DC AREA	Austin	
Baltimore, MD / Washington DC AREA	Barranquilla	
Baltimore, MD / Washington DC AREA	Bogota	
Baltimore, MD / Washington DC AREA	Boston	
Baltimore, MD / Washington DC AREA	Bucaramanga	
Baltimore, MD / Washington DC AREA	Burbank	
Baltimore, MD / Washington DC AREA	Cabo San Lucas	
Baltimore, MD / Washington DC AREA	Cali	
Baltimore, MD / Washington DC AREA	Cancun	
Baltimore, MD / Washington DC AREA	Cap Haitien	
Baltimore, MD / Washington DC AREA	Cartagena	
Baltimore, MD / Washington DC AREA	Charlotte	
Baltimore, MD / Washington DC AREA	Chicago	
Baltimore, MD / Washington DC AREA	Cleveland	
Baltimore, MD / Washington DC AREA	Columbus	
Baltimore, MD / Washington DC AREA	Dallas	
Baltimore, MD / Washington DC AREA	Detroit	
Baltimore, MD / Washington DC AREA	Fort Lauderdale, FL	
Baltimore, MD / Washington DC AREA	Fort Myers	
Baltimore, MD / Washington DC AREA	Guatemala City	
Baltimore, MD / Washington DC AREA	Guayaquil	
Baltimore, MD / Washington DC AREA	Houston	
Baltimore, MD / Washington DC AREA	Indianapolis	
Baltimore, MD / Washington DC AREA	Kansas City	
Baltimore, MD / Washington DC AREA	Kingston	
Baltimore, MD / Washington DC AREA	Las Vegas	
Baltimore, MD / Washington DC AREA	Lima	
Baltimore, MD / Washington DC AREA	Los Angeles	
Baltimore, MD / Washington DC AREA	Louisville	
Baltimore, MD / Washington DC AREA	Managua	
Baltimore, MD / Washington DC AREA	Medellin	
Baltimore, MD / Washington DC AREA	Miami	
Baltimore, MD / Washington DC AREA	Milwaukee	
Baltimore, MD / Washington DC AREA	Minneapolis	
Baltimore, MD / Washington DC AREA	Montego Bay	
Baltimore, MD / Washington DC AREA	Myrtle Beach	
Baltimore, MD / Washington DC AREA	Nashville	
Baltimore, MD / Washington DC AREA	New Orleans	
Baltimore, MD / Washington DC AREA	New York	
Baltimore, MD / Washington DC AREA	New York/Newark	
Baltimore, MD / Washington DC AREA	Oakland, CA / San Francisco, CA AREA	
Baltimore, MD / Washington DC AREA	Orange County	
Baltimore, MD / Washington DC AREA	Oranjestad, Aruba	
Baltimore, MD / Washington DC AREA	Orlando	
Baltimore, MD / Washington DC AREA	Panama City	
Baltimore, MD / Washington DC AREA	Pensacola	
Baltimore, MD / Washington DC AREA	Philadelphia	
Baltimore, MD / Washington DC AREA	Phoenix	
Baltimore, MD / Washington DC AREA	Pittsburgh	
Baltimore, MD / Washington DC AREA	Ponce	
Baltimore, MD / Washington DC AREA	Port-au-Prince	
Baltimore, MD / Washington DC AREA	Portland, OR	
Baltimore, MD / Washington DC AREA	Puerto Vallarta	
Baltimore, MD / Washington DC AREA	Punta Cana	
Baltimore, MD / Washington DC AREA	Raleigh	
Baltimore, MD / Washington DC AREA	Rochester	
Baltimore, MD / Washington DC AREA	Sacramento	
Baltimore, MD / Washington DC AREA	Saint Croix	
Baltimore, MD / Washington DC AREA	Saint Martin	
Baltimore, MD / Washington DC AREA	Salt Lake City	
Baltimore, MD / Washington DC AREA	San Diego	
Baltimore, MD / Washington DC AREA	San Jose, CR	
Baltimore, MD / Washington DC AREA	San Juan	
Baltimore, MD / Washington DC AREA	San Pedro Sula	
Baltimore, MD / Washington DC AREA	San Salvador	
Baltimore, MD / Washington DC AREA	Santiago de los Caballeros	
Baltimore, MD / Washington DC AREA	Santo Domingo	
Baltimore, MD / Washington DC AREA	Seattle	
Baltimore, MD / Washington DC AREA	St. Thomas	
Baltimore, MD / Washington DC AREA	Tampa	
Baltimore, MD / Washington DC AREA	Tegucigalpa	
Baltimore, MD / Washington DC AREA	West Palm Beach	
Barranquilla	Aguadilla	
Barranquilla	Atlanta	
Barranquilla	Atlantic City	
Barranquilla	Austin	
Barranquilla	Baltimore, MD / Washington DC AREA	
Barranquilla	Boston	
Barranquilla	Burbank	
Barranquilla	Charlotte	
Barranquilla	Chicago	
Barranquilla	Cleveland	
Barranquilla	Columbus	
Barranquilla	Dallas	
Barranquilla	Detroit	
Barranquilla	Fort Lauderdale, FL	
Barranquilla	Hartford	
Barranquilla	Houston	
Barranquilla	Indianapolis	
Barranquilla	Kansas City	
Barranquilla	Las Vegas	
Barranquilla	Los Angeles	
Barranquilla	Louisville	
Barranquilla	Manchester	
Barranquilla	Miami	
Barranquilla	Minneapolis	
Barranquilla	Myrtle Beach	
Barranquilla	Nashville	
Barranquilla	New Orleans	
Barranquilla	New York	
Barranquilla	New York/Newark	
Barranquilla	Oakland, CA / San Francisco, CA AREA	
Barranquilla	Orlando	
Barranquilla	Philadelphia	
Barranquilla	Phoenix	
Barranquilla	Pittsburgh	
Barranquilla	Portland, OR	
Barranquilla	Raleigh	
Barranquilla	Richmond	
Barranquilla	Saint Louis	
Barranquilla	Tampa	
Birmingham	Fort Lauderdale, FL	
Bogota	Aguadilla	
Bogota	Atlanta	
Bogota	Atlantic City	
Bogota	Austin	
Bogota	Baltimore, MD / Washington DC AREA	
Bogota	Boston	
Bogota	Burbank	
Bogota	Charlotte	
Bogota	Chicago	
Bogota	Cleveland	
Bogota	Columbus	
Bogota	Dallas	
Bogota	Detroit	
Bogota	Fort Lauderdale, FL	
Bogota	Hartford	
Bogota	Houston	
Bogota	Indianapolis	
Bogota	Kansas City	
Bogota	Las Vegas	
Bogota	Los Angeles	
Bogota	Louisville	
Bogota	Manchester	
Bogota	Miami	
Bogota	Minneapolis	
Bogota	Myrtle Beach	
Bogota	Nashville	
Bogota	New Orleans	
Bogota	New York	
Bogota	New York/Newark	
Bogota	Oakland, CA / San Francisco, CA AREA	
Bogota	Orlando	
Bogota	Philadelphia	
Bogota	Phoenix	
Bogota	Pittsburgh	
Bogota	Ponce	
Bogota	Raleigh	
Bogota	Rochester	
Bogota	Sacramento	
Bogota	Saint Louis	
Bogota	San Diego	
Bogota	San Juan	
Bogota	Tampa	
Bogota	West Palm Beach	
Boise	Atlanta	
Boise	Charlotte	
Boise	Chicago	
Boise	Dallas	
Boise	Detroit	
Boise	Houston	
Boise	Las Vegas	
Boise	Los Angeles	
Boise	New York/Newark	
Boise	Oakland, CA / San Francisco, CA AREA	
Boise	Orange County	
Boise	Orlando	
Boise	Phoenix	
Boise	Portland, OR	
Boise	Sacramento	
Boise	San Diego	
Boise	San Juan	
Boise	Seattle	
Boise	Tampa	
Boston	Aguadilla	
Boston	Armenia	
Boston	Atlanta	
Boston	Atlantic City	
Boston	Austin	
Boston	Baltimore, MD / Washington DC AREA	
Boston	Barranquilla	
Boston	Bogota	
Boston	Bucaramanga	
Boston	Burbank	
Boston	Cali	
Boston	Cancun	
Boston	Cap Haitien	
Boston	Cartagena	
Boston	Charleston	
Boston	Charlotte	
Boston	Chicago	
Boston	Cleveland	
Boston	Columbus	
Boston	Dallas	
Boston	Detroit	
Boston	Fort Lauderdale, FL	
Boston	Fort Myers	
Boston	Guatemala City	
Boston	Guayaquil	
Boston	Houston	
Boston	Indianapolis	
Boston	Kansas City	
Boston	Kingston	
Boston	Las Vegas	
Boston	Lima	
Boston	Los Angeles	
Boston	Louisville	
Boston	Managua	
Boston	Manchester	
Boston	Medellin	
Boston	Miami	
Boston	Milwaukee	
Boston	Minneapolis	
Boston	Montego Bay	
Boston	Myrtle Beach	
Boston	Nashville	
Boston	New Orleans	
Boston	New York	
Boston	New York/Newark	
Boston	Oakland, CA / San Francisco, CA AREA	
Boston	Orange County	
Boston	Oranjestad, Aruba	
Boston	Orlando	
Boston	Panama City	
Boston	Pensacola	
Boston	Philadelphia	
Boston	Phoenix	
Boston	Pittsburgh	
Boston	Ponce	
Boston	Port-au-Prince	
Boston	Portland, OR	
Boston	Punta Cana	
Boston	Raleigh	
Boston	Richmond	
Boston	Sacramento	
Boston	Saint Croix	
Boston	Saint Louis	
Boston	Saint Martin	
Boston	Salt Lake City	
Boston	San Diego	
Boston	San Jose, CR	
Boston	San Juan	
Boston	San Pedro Sula	
Boston	San Salvador	
Boston	Santiago de los Caballeros	
Boston	Santo Domingo	
Boston	Seattle	
Boston	St. Thomas	
Boston	Tampa	
Boston	Tegucigalpa	
Boston	West Palm Beach	
Bucaramanga	Aguadilla	
Bucaramanga	Atlanta	
Bucaramanga	Atlantic City	
Bucaramanga	Austin	
Bucaramanga	Baltimore, MD / Washington DC AREA	
Bucaramanga	Boston	
Bucaramanga	Charlotte	
Bucaramanga	Chicago	
Bucaramanga	Cleveland	
Bucaramanga	Columbus	
Bucaramanga	Dallas	
Bucaramanga	Detroit	
Bucaramanga	Fort Lauderdale, FL	
Bucaramanga	Fort Myers	
Bucaramanga	Hartford	
Bucaramanga	Houston	
Bucaramanga	Kansas City	
Bucaramanga	Las Vegas	
Bucaramanga	Los Angeles	
Bucaramanga	Manchester	
Bucaramanga	Miami	
Bucaramanga	Minneapolis	
Bucaramanga	Myrtle Beach	
Bucaramanga	Nashville	
Bucaramanga	New Orleans	
Bucaramanga	New York	
Bucaramanga	New York/Newark	
Bucaramanga	Orlando	
Bucaramanga	Pensacola	
Bucaramanga	Philadelphia	
Bucaramanga	Pittsburgh	
Bucaramanga	Raleigh	
Bucaramanga	Saint Louis	
Bucaramanga	San Juan	
Bucaramanga	Tampa	
Burbank	Aguadilla	
Burbank	Armenia	
Burbank	Atlanta	
Burbank	Atlantic City	
Burbank	Austin	
Burbank	Baltimore, MD / Washington DC AREA	
Burbank	Barranquilla	
Burbank	Bogota	
Burbank	Boston	
Burbank	Cabo San Lucas	
Burbank	Cali	
Burbank	Cancun	
Burbank	Cartagena	
Burbank	Charlotte	
Burbank	Chicago	
Burbank	Cleveland	
Burbank	Columbus	
Burbank	Dallas	
Burbank	Detroit	
Burbank	Fort Lauderdale, FL	
Burbank	Fort Myers	
Burbank	Houston	
Burbank	Indianapolis	
Burbank	Kansas City	
Burbank	Kingston	
Burbank	Las Vegas	
Burbank	Los Angeles	
Burbank	Louisville	
Burbank	Medellin	
Burbank	Memphis	
Burbank	Miami	
Burbank	Milwaukee	
Burbank	Minneapolis	
Burbank	Montego Bay	
Burbank	Nashville	
Burbank	New Orleans	
Burbank	New York	
Burbank	New York/Newark	
Burbank	Oakland, CA / San Francisco, CA AREA	
Burbank	Orange County	
Burbank	Oranjestad, Aruba	
Burbank	Orlando	
Burbank	Philadelphia	
Burbank	Phoenix	
Burbank	Pittsburgh	
Burbank	Port-au-Prince	
Burbank	Portland, OR	
Burbank	Puerto Vallarta	
Burbank	Punta Cana	
Burbank	Sacramento	
Burbank	Saint Croix	
Burbank	Saint Louis	
Burbank	Saint Martin	
Burbank	Salt Lake City	
Burbank	San Diego	
Burbank	San Jose, CR	
Burbank	San Pedro Sula	
Burbank	San Salvador	
Burbank	Santo Domingo	
Burbank	Seattle	
Burbank	Tampa	
Burbank	West Palm Beach	
Cabo San Lucas	Atlanta	
Cabo San Lucas	Austin	
Cabo San Lucas	Baltimore, MD / Washington DC AREA	
Cabo San Lucas	Burbank	
Cabo San Lucas	Cleveland	
Cabo San Lucas	Columbus	
Cabo San Lucas	Dallas	
Cabo San Lucas	Detroit	
Cabo San Lucas	Fort Lauderdale, FL	
Cabo San Lucas	Fort Myers	
Cabo San Lucas	Hartford	
Cabo San Lucas	Houston	
Cabo San Lucas	Kansas City	
Cabo San Lucas	Las Vegas	
Cabo San Lucas	Los Angeles	
Cabo San Lucas	Milwaukee	
Cabo San Lucas	Minneapolis	
Cabo San Lucas	Nashville	
Cabo San Lucas	New Orleans	
Cabo San Lucas	New York	
Cabo San Lucas	Oakland, CA / San Francisco, CA AREA	
Cabo San Lucas	Orlando	
Cabo San Lucas	Philadelphia	
Cabo San Lucas	Pittsburgh	
Cabo San Lucas	Saint Louis	
Cabo San Lucas	San Diego	
Cabo San Lucas	Seattle	
Cali	Aguadilla	
Cali	Atlanta	
Cali	Atlantic City	
Cali	Austin	
Cali	Baltimore, MD / Washington DC AREA	
Cali	Boston	
Cali	Burbank	
Cali	Cancun	
Cali	Charlotte	
Cali	Chicago	
Cali	Cleveland	
Cali	Columbus	
Cali	Dallas	
Cali	Detroit	
Cali	Fort Lauderdale, FL	
Cali	Hartford	
Cali	Houston	
Cali	Indianapolis	
Cali	Kansas City	
Cali	Las Vegas	
Cali	Los Angeles	
Cali	Louisville	
Cali	Manchester	
Cali	Miami	
Cali	Minneapolis	
Cali	Myrtle Beach	
Cali	Nashville	
Cali	New Orleans	
Cali	New York	
Cali	New York/Newark	
Cali	Oakland, CA / San Francisco, CA AREA	
Cali	Orlando	
Cali	Philadelphia	
Cali	Pittsburgh	
Cali	Raleigh	
Cali	Sacramento	
Cali	Saint Louis	
Cali	San Diego	
Cali	Seattle	
Cali	Tampa	
Cali	West Palm Beach	
Cancun	Aguadilla	
Cancun	Atlanta	
Cancun	Atlantic City	
Cancun	Austin	
Cancun	Baltimore, MD / Washington DC AREA	
Cancun	Boston	
Cancun	Burbank	
Cancun	Cali	
Cancun	Charlotte	
Cancun	Chicago	
Cancun	Cleveland	
Cancun	Columbus	
Cancun	Dallas	
Cancun	Detroit	
Cancun	Fort Lauderdale, FL	
Cancun	Fort Myers	
Cancun	Hartford	
Cancun	Houston	
Cancun	Indianapolis	
Cancun	Las Vegas	
Cancun	Latrobe	
Cancun	Los Angeles	
Cancun	Louisville	
Cancun	Manchester	
Cancun	Memphis	
Cancun	Miami	
Cancun	Milwaukee	
Cancun	Minneapolis	
Cancun	Myrtle Beach	
Cancun	Nashville	
Cancun	New Orleans	
Cancun	New York	
Cancun	New York/Newark	
Cancun	Oakland, CA / San Francisco, CA AREA	
Cancun	Oranjestad, Aruba	
Cancun	Orlando	
Cancun	Philadelphia	
Cancun	Phoenix	
Cancun	Pittsburgh	
Cancun	Ponce	
Cancun	Portland, OR	
Cancun	Raleigh	
Cancun	Richmond	
Cancun	Rochester	
Cancun	Saint Croix	
Cancun	Saint Louis	
Cancun	Salt Lake City	
Cancun	San Diego	
Cancun	San Juan	
Cancun	Seattle	
Cancun	Tampa	
Cancun	West Palm Beach	
Cap Haitien	Atlanta	
Cap Haitien	Atlantic City	
Cap Haitien	Austin	
Cap Haitien	Baltimore, MD / Washington DC AREA	
Cap Haitien	Boston	
Cap Haitien	Charlotte	
Cap Haitien	Chicago	
Cap Haitien	Cleveland	
Cap Haitien	Columbus	
Cap Haitien	Dallas	
Cap Haitien	Detroit	
Cap Haitien	Fort Lauderdale, FL	
Cap Haitien	Fort Myers	
Cap Haitien	Hartford	
Cap Haitien	Houston	
Cap Haitien	Indianapolis	
Cap Haitien	Las Vegas	
Cap Haitien	Los Angeles	
Cap Haitien	Louisville	
Cap Haitien	Manchester	
Cap Haitien	Milwaukee	
Cap Haitien	Minneapolis	
Cap Haitien	Myrtle Beach	
Cap Haitien	Nashville	
Cap Haitien	New Orleans	
Cap Haitien	New York	
Cap Haitien	New York/Newark	
Cap Haitien	Oakland, CA / San Francisco, CA AREA	
Cap Haitien	Orlando	
Cap Haitien	Philadelphia	
Cap Haitien	Phoenix	
Cap Haitien	Pittsburgh	
Cap Haitien	Saint Louis	
Cap Haitien	San Juan	
Cap Haitien	Tampa	
Cap Haitien	West Palm Beach	
Cartagena	Aguadilla	
Cartagena	Atlanta	
Cartagena	Atlantic City	
Cartagena	Austin	
Cartagena	Baltimore, MD / Washington DC AREA	
Cartagena	Boston	
Cartagena	Burbank	
Cartagena	Charlotte	
Cartagena	Chicago	
Cartagena	Cleveland	
Cartagena	Columbus	
Cartagena	Dallas	
Cartagena	Detroit	
Cartagena	Fort Lauderdale, FL	
Cartagena	Hartford	
Cartagena	Houston	
Cartagena	Indianapolis	
Cartagena	Kansas City	
Cartagena	Las Vegas	
Cartagena	Los Angeles	
Cartagena	Louisville	
Cartagena	Manchester	
Cartagena	Memphis	
Cartagena	Miami	
Cartagena	Minneapolis	
Cartagena	Myrtle Beach	
Cartagena	Nashville	
Cartagena	New Orleans	
Cartagena	New York	
Cartagena	New York/Newark	
Cartagena	Orlando	
Cartagena	Pensacola	
Cartagena	Philadelphia	
Cartagena	Phoenix	
Cartagena	Pittsburgh	
Cartagena	Ponce	
Cartagena	Raleigh	
Cartagena	Richmond	
Cartagena	Sacramento	
Cartagena	Saint Louis	
Cartagena	San Diego	
Cartagena	San Juan	
Cartagena	Tampa	
Charleston	Boston	
Charleston	Fort Lauderdale, FL	
Charleston	Las Vegas	
Charleston	New York	
Charleston	New York/Newark	
Charleston	Philadelphia	
Charlotte	Aguadilla	
Charlotte	Albuquerque	
Charlotte	Armenia	
Charlotte	Atlanta	
Charlotte	Atlantic City	
Charlotte	Austin	
Charlotte	Baltimore, MD / Washington DC AREA	
Charlotte	Barranquilla	
Charlotte	Bogota	
Charlotte	Boise	
Charlotte	Boston	
Charlotte	Bucaramanga	
Charlotte	Burbank	
Charlotte	Cali	
Charlotte	Cancun	
Charlotte	Cap Haitien	
Charlotte	Cartagena	
Charlotte	Chicago	
Charlotte	Cleveland	
Charlotte	Dallas	
Charlotte	Detroit	
Charlotte	Fort Lauderdale, FL	
Charlotte	Fort Myers	
Charlotte	Guatemala City	
Charlotte	Guayaquil	
Charlotte	Houston	
Charlotte	Indianapolis	
Charlotte	Kansas City	
Charlotte	Kingston	
Charlotte	Las Vegas	
Charlotte	Latrobe	
Charlotte	Lima	
Charlotte	Los Angeles	
Charlotte	Managua	
Charlotte	Medellin	
Charlotte	Miami	
Charlotte	Minneapolis	
Charlotte	Montego Bay	
Charlotte	Myrtle Beach	
Charlotte	Nashville	
Charlotte	New Orleans	
Charlotte	New York	
Charlotte	New York/Newark	
Charlotte	Oakland, CA / San Francisco, CA AREA	
Charlotte	Orange County	
Charlotte	Oranjestad, Aruba	
Charlotte	Orlando	
Charlotte	Panama City	
Charlotte	Pensacola	
Charlotte	Philadelphia	
Charlotte	Phoenix	
Charlotte	Pittsburgh	
Charlotte	Ponce	
Charlotte	Port-au-Prince	
Charlotte	Portland, OR	
Charlotte	Punta Cana	
Charlotte	Raleigh	
Charlotte	Reno	
Charlotte	Sacramento	
Charlotte	Saint Croix	
Charlotte	Saint Martin	
Charlotte	Salt Lake City	
Charlotte	San Diego	
Charlotte	San Jose, CR	
Charlotte	San Juan	
Charlotte	San Pedro Sula	
Charlotte	San Salvador	
Charlotte	Santiago de los Caballeros	
